user_id,content_id,rating,completion_percentage,favorite,date_interacted
149,949,,,FALSE,04-06-2022
3832,1455,,,FALSE,04-02-2021
1260,1239,,,FALSE,12-08-2021
2511,810,,48,FALSE,13-12-2024
758,1286,,,FALSE,08-10-2023
2565,168,2,,FALSE,06-09-2025
4058,301,,,TRUE,27-01-2021
1270,1021,,,FALSE,14-05-2020
4085,8,,,FALSE,22-07-2022
4725,1076,6,,FALSE,08-06-2025
1294,1241,,15,FALSE,21-03-2025
2359,626,,90,FALSE,07-07-2022
1890,126,,,FALSE,13-11-2020
2567,1216,,38,FALSE,28-05-2023
4195,1483,,,TRUE,19-10-2025
3848,154,5,,FALSE,20-11-2022
2324,417,,,TRUE,08-01-2020
454,84,,15,TRUE,27-07-2021
4502,303,,,FALSE,21-03-2022
1400,386,,,FALSE,29-05-2025
2315,927,,,FALSE,12-05-2023
1273,1148,1,,FALSE,02-03-2022
599,1366,,,FALSE,18-02-2024
3003,944,1,,FALSE,22-02-2025
1769,1444,,,FALSE,28-08-2025
1782,697,8,51,TRUE,03-08-2024
3594,33,,,FALSE,11-07-2025
1028,634,,,FALSE,08-08-2025
1550,801,,,FALSE,28-10-2025
2667,1426,4,,FALSE,13-02-2021
4422,570,,,FALSE,13-03-2022
3330,900,4,,FALSE,23-03-2025
2944,229,9,,FALSE,03-05-2023
1079,1479,,76,TRUE,14-11-2023
4093,788,,92,FALSE,23-02-2025
503,1388,,81,TRUE,14-11-2024
932,1128,10,54,FALSE,01-02-2020
976,1276,,,TRUE,24-05-2023
3509,1303,9,,FALSE,16-07-2023
1344,532,7,,FALSE,14-09-2025
3208,27,,,FALSE,17-08-2020
399,680,,,FALSE,17-09-2023
1503,473,8,,FALSE,14-02-2024
3590,639,,78,FALSE,05-06-2023
4680,1055,,74,FALSE,17-08-2025
4908,139,8,35,TRUE,24-07-2020
3463,1196,,42,FALSE,22-02-2023
4491,607,,69,FALSE,21-01-2021
4065,924,2,43,FALSE,14-08-2020
2924,695,,,FALSE,18-05-2022
1233,1273,,,FALSE,29-05-2025
4727,740,5,,FALSE,10-01-2021
3937,1241,,30,FALSE,14-12-2024
1977,1152,8,,TRUE,05-09-2023
553,1408,9,68,FALSE,03-01-2020
103,1153,,,FALSE,30-06-2022
3610,90,,,FALSE,05-12-2023
307,497,,44,FALSE,19-06-2023
2993,1118,5,95,FALSE,02-09-2025
1298,443,,,FALSE,26-04-2021
390,469,,,FALSE,02-02-2022
1004,659,,,FALSE,08-02-2022
4590,676,,66,FALSE,14-06-2024
516,215,4,98,FALSE,19-10-2023
910,371,,,FALSE,22-12-2022
4889,1321,,64,FALSE,05-11-2022
993,1203,,58,FALSE,14-02-2020
4666,23,1,67,TRUE,30-06-2021
2674,353,,,FALSE,16-11-2025
4929,1440,,,FALSE,01-11-2022
597,881,,,FALSE,10-06-2020
3804,1253,7,,FALSE,25-09-2021
4466,1311,,100,FALSE,02-05-2024
4702,169,7,,FALSE,12-06-2023
4203,284,1,31,FALSE,04-11-2023
3501,713,,,FALSE,22-04-2022
1273,762,,18,TRUE,29-07-2020
3212,576,,,FALSE,30-05-2020
304,626,7,76,FALSE,31-12-2020
4996,914,,,FALSE,12-12-2022
4966,249,,49,TRUE,22-08-2025
150,491,,,FALSE,25-02-2021
3603,930,,78,FALSE,11-01-2023
4876,878,,,FALSE,29-05-2022
4796,335,5,,TRUE,07-01-2024
3864,548,3,70,FALSE,29-09-2021
4990,652,,,FALSE,04-07-2021
1037,281,1,,FALSE,22-07-2024
584,669,,,FALSE,06-01-2025
4276,75,,12,FALSE,05-06-2023
4827,859,1,17,FALSE,07-03-2025
350,731,,,FALSE,23-07-2023
4344,809,,10,FALSE,03-02-2020
2247,295,9,,FALSE,10-12-2020
4264,145,10,23,TRUE,01-09-2025
3125,543,8,65,FALSE,04-04-2020
1086,397,,,FALSE,05-06-2022
2211,1112,10,,FALSE,06-01-2025
235,1062,,58,FALSE,23-03-2023
3652,9,,12,FALSE,26-04-2020
1556,424,4,,FALSE,27-01-2021
1775,836,10,45,FALSE,27-06-2021
2789,160,7,,FALSE,25-08-2021
208,284,2,,FALSE,02-01-2025
3494,1449,,,FALSE,01-05-2025
932,427,,20,FALSE,16-12-2021
2355,178,7,,FALSE,02-05-2022
1445,1407,1,,FALSE,08-02-2020
4726,225,,41,TRUE,04-03-2023
4676,1420,4,96,TRUE,19-11-2023
3732,1316,,84,FALSE,30-10-2024
4996,1353,,,FALSE,09-09-2022
2736,898,10,12,FALSE,21-04-2025
141,189,,,TRUE,03-11-2025
4933,580,,,FALSE,27-06-2024
4000,1395,,33,FALSE,14-08-2024
4498,1233,,,FALSE,13-01-2021
3782,1308,,,FALSE,27-02-2020
3945,149,4,,FALSE,30-01-2024
4488,348,9,,FALSE,18-07-2020
3580,1191,,,FALSE,03-10-2020
968,779,,99,FALSE,03-08-2023
4925,1430,,37,FALSE,04-07-2020
4607,120,2,54,TRUE,29-04-2024
1309,575,1,,TRUE,14-07-2022
3799,1014,,,FALSE,17-01-2024
4720,147,,,FALSE,25-12-2024
3895,105,,,FALSE,30-08-2020
2187,70,1,,FALSE,26-06-2024
2674,1416,,,TRUE,18-07-2022
2043,1022,,,TRUE,30-10-2023
4380,837,,,FALSE,18-07-2022
2029,761,3,42,FALSE,16-08-2023
1144,737,5,,FALSE,29-10-2020
3935,792,,,TRUE,27-10-2020
4466,105,10,66,FALSE,02-09-2025
1720,175,,60,FALSE,17-07-2025
945,183,,,FALSE,01-01-2021
724,1065,2,,FALSE,07-10-2025
424,914,8,,FALSE,04-05-2021
2203,201,8,,FALSE,20-08-2023
2144,50,,,FALSE,08-06-2024
479,1084,8,70,TRUE,30-08-2023
696,1436,,,FALSE,07-10-2022
3108,1295,,,FALSE,09-09-2023
3198,427,,55,FALSE,09-07-2022
3363,1063,,,FALSE,19-11-2020
4666,1095,,67,FALSE,30-10-2023
583,862,,,FALSE,30-01-2024
3438,892,,51,FALSE,29-07-2022
323,748,8,,TRUE,14-03-2021
1725,366,,39,FALSE,08-05-2020
114,101,,,FALSE,18-05-2022
4986,780,,,FALSE,01-04-2022
4687,543,5,,FALSE,30-05-2023
1323,989,,,TRUE,22-10-2022
3359,845,,,FALSE,10-02-2024
4085,1392,,,FALSE,13-04-2021
4568,728,,23,FALSE,19-07-2020
3402,593,,,TRUE,22-12-2024
3892,924,,80,FALSE,25-07-2022
4002,1296,,,FALSE,10-08-2021
3635,299,10,67,FALSE,27-04-2020
3506,59,,,FALSE,10-11-2021
949,516,,,FALSE,02-11-2020
3178,769,7,,FALSE,04-07-2024
692,870,,,TRUE,14-01-2024
4806,245,,77,FALSE,10-02-2022
4272,234,,,FALSE,22-11-2021
142,251,,,TRUE,31-08-2024
3644,928,,,FALSE,01-04-2020
4311,649,5,,TRUE,01-12-2021
1361,1071,,99,TRUE,15-05-2023
762,1046,7,,FALSE,27-03-2020
1124,1434,,,FALSE,22-06-2025
2395,413,,43,FALSE,09-06-2021
1872,823,7,,FALSE,27-12-2022
1496,813,,,FALSE,25-03-2023
4026,504,,,FALSE,02-08-2025
3821,1036,5,,FALSE,27-10-2022
1229,694,,,FALSE,16-04-2022
3801,1416,,,FALSE,01-09-2021
4479,134,2,,FALSE,29-07-2024
2370,827,,,FALSE,07-11-2021
2577,559,,,FALSE,15-12-2020
4218,828,,,FALSE,20-03-2020
4008,648,9,10,FALSE,10-05-2020
1011,1232,,,TRUE,20-02-2025
30,1428,5,,FALSE,04-06-2024
102,833,,,FALSE,16-11-2023
2632,1211,8,80,FALSE,13-06-2022
972,449,,,TRUE,10-02-2023
1273,485,,,FALSE,26-03-2022
4328,866,,,TRUE,05-11-2021
110,1350,2,,FALSE,06-06-2022
1621,300,,20,FALSE,24-10-2025
3561,1336,,,FALSE,11-12-2022
1287,1278,9,92,FALSE,20-05-2022
2797,1187,3,,TRUE,09-10-2024
2914,858,,79,TRUE,07-06-2021
108,570,5,71,FALSE,31-08-2022
1320,742,,78,FALSE,15-01-2023
4270,977,,,FALSE,04-10-2024
4378,1232,,,FALSE,09-09-2021
4504,237,,,FALSE,27-05-2021
4752,1121,,50,FALSE,11-12-2023
3008,1200,,,FALSE,12-06-2025
1793,932,9,10,FALSE,16-11-2022
4820,1323,,50,FALSE,29-03-2020
3624,35,,,FALSE,17-11-2022
963,1,,57,FALSE,16-07-2025
909,1167,3,,FALSE,18-12-2022
3900,68,,,FALSE,07-07-2025
2674,116,,,FALSE,13-12-2021
2179,1433,,,FALSE,30-01-2021
1039,1002,2,,FALSE,27-05-2020
4157,1138,,69,FALSE,25-05-2021
3554,455,,,FALSE,18-05-2024
3569,171,,,TRUE,04-07-2021
534,1155,4,51,FALSE,18-01-2023
1857,292,,95,FALSE,27-06-2022
4329,81,,34,FALSE,09-11-2020
816,762,,,FALSE,14-09-2021
4367,1416,2,,TRUE,26-06-2023
2086,1109,,,FALSE,30-04-2024
81,717,6,,FALSE,29-05-2020
4744,849,,83,FALSE,19-08-2022
4832,1439,9,,FALSE,08-03-2020
4842,1254,,,FALSE,10-04-2020
3223,539,,38,FALSE,02-02-2023
3906,839,,,FALSE,15-03-2023
3344,304,,,FALSE,11-09-2023
754,642,,,FALSE,05-06-2022
4037,1003,,,FALSE,22-02-2022
4098,1475,,83,FALSE,29-01-2024
155,677,,,FALSE,04-09-2023
2580,1470,5,,FALSE,14-12-2020
820,1457,10,,FALSE,07-05-2021
103,80,,,FALSE,12-05-2020
4785,1343,,,FALSE,02-08-2024
3858,555,8,46,FALSE,11-01-2023
1285,274,,,FALSE,03-03-2020
3851,1168,8,,FALSE,30-09-2025
2652,932,,,FALSE,30-01-2022
594,1231,,78,TRUE,26-03-2025
4015,137,,,FALSE,24-10-2023
1932,545,,66,FALSE,07-04-2024
4668,1076,,,TRUE,12-01-2020
3754,753,3,44,FALSE,07-11-2022
2273,37,,70,TRUE,02-05-2022
577,629,,,FALSE,04-07-2024
3760,1073,,,TRUE,26-05-2024
751,805,1,75,TRUE,19-09-2020
1528,1056,,62,FALSE,26-05-2025
415,1498,,71,TRUE,13-11-2021
3385,139,,21,FALSE,24-11-2020
3389,718,,,FALSE,12-12-2022
4822,1068,,,FALSE,16-01-2023
4538,601,9,,TRUE,01-04-2023
1987,548,,,FALSE,10-11-2020
4798,535,3,,TRUE,23-02-2024
4871,997,,,FALSE,25-09-2020
4680,291,2,,FALSE,17-02-2022
2462,1260,,,FALSE,11-10-2023
2656,492,7,89,FALSE,11-06-2023
40,1235,,80,FALSE,10-04-2025
2457,1463,,,FALSE,31-10-2020
4963,1009,,,FALSE,15-03-2020
1768,610,8,,FALSE,01-08-2021
1419,1496,,,FALSE,12-11-2022
4759,834,8,,TRUE,15-03-2025
1975,97,,,TRUE,22-07-2024
4679,814,,81,FALSE,12-11-2021
4330,1200,,38,FALSE,30-01-2020
135,663,,,FALSE,06-07-2023
594,1367,,58,TRUE,15-08-2020
1562,705,,31,FALSE,06-07-2020
4338,1328,,,FALSE,16-02-2020
3940,1494,8,,FALSE,17-03-2022
474,1304,,16,FALSE,26-10-2021
2643,451,,,FALSE,17-03-2024
4153,369,,76,FALSE,12-05-2024
977,979,3,,TRUE,15-01-2023
3080,382,6,,TRUE,12-07-2020
1565,376,2,,FALSE,27-11-2025
234,1391,,,FALSE,27-02-2025
869,437,,,FALSE,27-10-2020
2146,389,,,FALSE,20-03-2025
2744,1279,,,FALSE,28-04-2024
766,781,,,FALSE,22-02-2020
1202,251,,,FALSE,06-08-2020
4383,1439,,,TRUE,31-01-2021
2588,1331,,,FALSE,04-06-2021
674,101,,,FALSE,17-11-2021
4242,1059,,91,TRUE,13-11-2025
4033,1437,,97,TRUE,28-12-2022
3204,270,8,,TRUE,14-09-2024
4057,753,6,,FALSE,19-11-2025
4445,960,,54,FALSE,01-01-2024
486,527,,22,FALSE,16-10-2022
4584,946,,,FALSE,26-01-2023
3869,1255,6,,FALSE,07-12-2024
4016,1092,,,FALSE,24-01-2023
1713,176,,97,TRUE,20-09-2021
476,1129,,,FALSE,10-09-2020
411,1474,3,,TRUE,24-05-2025
1498,1288,,94,FALSE,09-11-2022
921,5,,,FALSE,01-08-2023
735,1470,,22,TRUE,02-07-2025
4750,354,,,FALSE,12-08-2025
379,313,,74,TRUE,12-07-2024
4117,629,,69,TRUE,15-11-2022
1737,1249,6,,FALSE,07-02-2025
4298,932,,69,FALSE,23-06-2025
1328,400,,57,FALSE,04-12-2021
487,1467,,,TRUE,19-09-2024
2864,1320,,,FALSE,27-04-2023
2581,436,1,,FALSE,08-05-2023
1109,119,6,,FALSE,03-01-2021
3763,1035,,73,TRUE,16-05-2021
1851,387,,,FALSE,12-03-2025
2069,1153,,,TRUE,04-10-2022
3120,74,,,FALSE,14-01-2022
1235,125,,,TRUE,10-04-2022
3821,1014,,,FALSE,24-11-2024
4011,948,,36,FALSE,20-08-2025
1887,1167,2,,FALSE,07-05-2021
926,164,,,FALSE,02-11-2024
2164,1053,,,FALSE,13-02-2023
4723,55,,19,TRUE,17-07-2024
249,1298,,39,FALSE,01-07-2020
3658,550,,,FALSE,23-01-2022
636,1426,,,FALSE,29-01-2020
1096,1211,,,FALSE,15-08-2020
2917,1462,,61,FALSE,18-06-2022
3825,301,10,,FALSE,01-05-2023
3591,46,,20,FALSE,03-10-2023
4391,180,,89,FALSE,09-08-2024
434,1410,,,FALSE,27-08-2023
4564,397,,,TRUE,25-07-2024
4232,1266,,,TRUE,13-03-2023
1872,827,,21,FALSE,30-03-2021
3762,621,,,FALSE,16-07-2023
1928,442,3,17,FALSE,25-03-2025
1011,233,,,FALSE,07-06-2022
4449,132,,,FALSE,21-10-2023
3643,777,10,86,FALSE,21-11-2023
3092,913,7,82,FALSE,23-04-2025
1555,83,,,TRUE,17-06-2025
1195,1279,,86,FALSE,27-03-2021
4601,956,1,,FALSE,24-06-2022
4112,1391,,,FALSE,24-01-2023
2150,740,4,,TRUE,29-08-2025
2729,889,7,,FALSE,26-11-2022
3774,381,4,,FALSE,22-10-2022
4071,8,,,FALSE,14-10-2023
4162,380,,,FALSE,25-08-2021
2172,568,,19,FALSE,30-10-2025
2758,338,,,FALSE,04-08-2025
2658,1080,,95,FALSE,14-12-2024
3550,701,,,FALSE,24-12-2021
3762,357,,,TRUE,27-01-2023
508,1432,,,FALSE,30-01-2023
266,1227,,,FALSE,30-08-2024
4058,322,,,FALSE,22-10-2023
735,1236,,,TRUE,29-08-2025
3299,1334,,,TRUE,09-01-2022
2999,54,,65,FALSE,01-12-2022
352,442,8,,FALSE,11-03-2021
2265,259,,50,FALSE,18-09-2020
1300,1227,10,,FALSE,19-04-2022
4039,297,,68,FALSE,12-12-2021
4282,990,,37,TRUE,25-11-2023
2543,179,4,,FALSE,30-04-2022
1987,996,,30,FALSE,26-01-2024
1868,300,4,,TRUE,17-02-2022
3564,601,6,,FALSE,27-11-2022
621,538,2,,TRUE,25-12-2022
321,34,,22,FALSE,20-12-2020
2957,937,,,FALSE,22-10-2025
3461,140,,,FALSE,14-10-2025
1239,68,9,,FALSE,28-09-2024
2817,54,5,,TRUE,09-06-2021
636,1320,,,TRUE,03-11-2021
2666,1314,10,69,FALSE,13-08-2020
116,760,,87,FALSE,10-01-2020
4081,305,5,,FALSE,13-01-2023
1624,1332,9,,FALSE,24-04-2023
381,1379,,,FALSE,28-01-2025
3295,1425,,,FALSE,27-02-2024
2507,127,,,FALSE,11-10-2025
2926,655,,,FALSE,02-01-2023
1210,174,,,FALSE,05-01-2025
3472,618,,32,FALSE,27-02-2025
2959,643,,91,FALSE,02-06-2020
1970,852,,,TRUE,07-11-2021
1376,1363,,31,TRUE,14-07-2023
1563,891,,,FALSE,19-10-2020
2901,318,1,,FALSE,28-03-2023
1516,1469,,,FALSE,11-01-2021
1761,95,,43,FALSE,04-06-2020
836,15,2,83,FALSE,08-08-2022
2084,846,2,,FALSE,23-02-2021
183,1402,,10,FALSE,09-10-2020
2342,556,,40,FALSE,12-06-2021
1388,248,7,83,TRUE,13-01-2024
1212,923,,,FALSE,16-05-2025
4198,971,1,42,FALSE,19-03-2023
3790,961,1,,FALSE,15-08-2024
12,1297,,,FALSE,07-07-2023
2434,1096,,84,FALSE,30-06-2022
2837,998,2,,FALSE,25-09-2023
3690,795,,,TRUE,01-08-2022
2735,255,10,26,FALSE,30-10-2025
4509,230,,,FALSE,13-02-2022
647,305,,,FALSE,30-06-2024
4567,1074,,69,FALSE,17-08-2020
2113,1207,,14,TRUE,12-03-2020
2497,1438,,,FALSE,12-01-2025
482,790,,75,FALSE,11-02-2025
4677,543,,33,FALSE,21-05-2025
4039,968,,43,FALSE,19-10-2023
1950,1179,1,,TRUE,28-09-2022
4643,980,,41,FALSE,21-11-2020
4617,1401,,,FALSE,04-08-2025
95,592,,,TRUE,05-05-2022
1694,663,10,66,FALSE,01-10-2020
2665,1452,4,,TRUE,07-04-2024
4410,1366,4,13,FALSE,16-05-2021
4274,580,8,,FALSE,30-04-2024
1520,1369,8,,FALSE,17-08-2021
4139,22,,,FALSE,04-09-2021
3785,1072,,65,TRUE,26-06-2020
175,1089,,18,FALSE,05-05-2021
71,162,,93,FALSE,21-11-2023
692,831,,,TRUE,19-01-2021
3830,530,,47,FALSE,26-07-2023
2543,757,7,,FALSE,07-02-2020
3096,16,,,TRUE,10-10-2023
385,485,,44,FALSE,19-05-2022
3983,821,,39,FALSE,23-02-2023
694,1330,5,,TRUE,03-07-2024
2018,1328,,,TRUE,08-04-2025
1836,80,,93,TRUE,19-09-2022
864,145,,,TRUE,02-01-2021
2666,297,,,FALSE,30-09-2023
3588,1236,,,FALSE,18-05-2024
3197,1297,,65,FALSE,05-01-2023
4032,1318,,63,FALSE,16-09-2022
1913,347,,,TRUE,09-05-2024
148,283,,,FALSE,21-02-2025
443,1437,,,FALSE,05-07-2020
2532,720,,,FALSE,25-11-2020
897,382,7,,TRUE,21-10-2021
1395,1335,,,FALSE,15-09-2021
1358,536,,78,TRUE,11-12-2024
2929,176,,,FALSE,23-10-2020
2309,22,4,23,FALSE,13-04-2025
2086,1162,,,FALSE,05-03-2023
1988,664,4,,FALSE,06-05-2024
4632,261,,,FALSE,19-07-2024
1981,135,,,FALSE,06-07-2020
1210,1253,,,FALSE,29-01-2023
1263,778,,,FALSE,14-03-2021
2287,119,7,,FALSE,11-02-2021
4323,861,,,FALSE,10-09-2024
385,302,,,FALSE,13-10-2023
2275,878,9,,FALSE,14-01-2020
3561,766,9,50,FALSE,27-02-2022
76,1211,,15,FALSE,02-08-2021
4736,4,,39,FALSE,25-10-2021
3715,1315,,,FALSE,03-09-2025
2108,748,6,,FALSE,27-07-2024
4840,539,,,FALSE,01-02-2022
343,156,,,FALSE,24-05-2023
1199,532,,31,FALSE,28-10-2021
1551,715,,,FALSE,27-06-2023
1161,236,,13,FALSE,25-08-2023
4124,1330,,,FALSE,08-10-2020
1273,662,,,FALSE,15-02-2021
890,1170,,16,FALSE,30-07-2021
4889,1456,,12,TRUE,05-01-2025
3750,519,,78,FALSE,02-09-2023
4688,1291,,,FALSE,26-12-2023
3972,156,,60,TRUE,19-12-2022
3820,922,,,FALSE,14-10-2023
1417,1485,,,TRUE,02-05-2023
3206,1110,5,33,FALSE,06-01-2020
4682,1225,10,,TRUE,06-02-2024
4070,912,,,FALSE,10-08-2024
2369,1189,4,,TRUE,06-04-2023
3872,538,,14,TRUE,17-05-2022
243,450,,56,FALSE,09-01-2025
995,1371,,,TRUE,09-03-2025
4094,78,,,FALSE,29-05-2021
1022,90,,25,FALSE,23-09-2020
709,899,,,FALSE,13-01-2025
